trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
7969	1631	1	2	3	5	1	1	1.0	1	2012	7	4	3	15.83333333	40	1	0	1	2130	0.561111111	0.167222222	0.251388889	0.0	0.1555555559999999	0.0	0	0.148611111	1.5	0.4	0.0	0.248598
7976	1631	3	2	3	3	1	5	0.0	1	2012	7	4	3	17.83333333	9	0	0	1	1264	0.368611111	0.094722222	0.136388889	0.0	0.1030555559999999	0.0	0	0.1072222219999999	0.0	0.28	0.0	0.2124349999999999
7977	1632	0	0	3	3	6	5	0.0	1	2012	7	4	3	11.0	62	1	1	0	903	0.207777778	0.065555556	0.105	0.0	0.04	0.0	0	0.0611111109999999	0.0	0.14	0.0	0.25
7986	1635	0	0	4	1	1	5	0.0	1	2012	7	4	3	5.5	29	0	1	1	3805	0.892777778	0.293333333	0.1744444439999999	0.0	0.193333333	0.0	0	0.164166667	0.0	0.58	0.0	0.113367
7990	1636	2	0	3	2	6	3	0.0	1	2012	7	4	3	7.25	15	1	0	0	3996	1.008333333	0.357777778	0.4658333329999999	0.083333333	0.0	0.0	0	0.2869444439999999	1.05	0.7	0.0	0.280736
7999	1638	0	1	1	2	2	1	1.0	1	2012	7	4	3	9.0	48	1	1	2	737	0.175277778	0.039444444	0.111388889	0.0	0.048888889	0.0	0	0.051944444	1.5	0.13	0.0	0.0962567
8008	1639	1	0	3	1	1	1	1.0	1	2012	7	4	3	7.25	35	0	1	1	11028	2.5644444440000003	0.8080555559999999	0.196944444	0.4	0.0	0.0	0	0.743055556	3.9	1.95	10.5	0.7719630000000001
8026	1644	1	0	3	1	1	1	1.0	1	2012	7	5	4	7.833333333	28	1	1	2	16256	3.806666667	1.113611111	0.331111111	0.566666667	0.0	0.066666667	1	0.848333333	4.7	2.66	10.5	0.561231
8044	1650	0	5	4	3	1	1	1.0	1	2012	7	5	4	14.75	36	1	1	2	1583	0.4158333329999999	0.120277778	0.110277778	0.0	0.090833333	0.0	0	0.085277778	1.5	0.31	0.0	0.019544
8053	1653	0	0	4	3	1	1	1.0	1	2012	7	5	4	12.25	29	1	1	1	2436	0.68	0.187777778	0.152222222	0.0	0.175	0.1	1	0.132777778	3.0	0.46	0.0	0.1506279999999999
8135	1668	1	0	3	1	6	1	1.0	1	2012	7	6	5	7.5	34	0	1	0	11898	2.699444444	0.933611111	0.216111111	0.45	0.01	0.2475	1	0.8894444440000001	5.0	2.13	10.5	0.7042470000000001
8181	1680	0	1	4	5	1	5	0.0	1	2012	7	7	6	14.0	80	1	0	1	3733	1.125833333	0.300277778	0.091666667	0.0	0.322222222	0.0	0	0.220833333	0.0	0.67	0.0	0.316981
8231	1696	0	2	3	3	6	5	0.0	1	2012	7	8	7	15.5	70	1	0	0	2870	0.7075	0.222777778	0.153611111	0.0	0.25	0.0	0	0.168333333	0.0	0.45	0.0	0.331683
8252	1700	0	1	4	3	1	5	0.0	1	2012	7	8	7	19.25	62	0	1	2	24609	5.948333333	1.958333333	0.1566666669999999	1.05	0.161666667	0.183333333	2	0.8311111109999999	0.0	3.9	0.0	0.420455
8264	1703	1	2	3	3	2	1	1.0	1	2012	7	8	7	16.0	36	0	1	1	10043	2.334722222	0.718611111	0.206666667	0.283333333	0.130833333	0.185833333	2	0.624444444	4.3	1.43	0.0	0.578737
8266	1704	0	1	1	3	6	1	1.0	1	2012	7	8	7	11.75	24	1	0	0	765	0.230555556	0.053888889	0.112777778	0.0	0.041388889	0.0	0	0.090277778	1.5	0.19	0.0	0.24
8283	1712	0	2	4	3	1	1	1.0	1	2012	7	9	1	9.5	34	1	1	1	2159	0.670555556	0.232777778	0.075555556	0.0	0.426666667	0.0	0	0.183333333	1.5	0.54	0.0	0.266667
8300	1713	2	3	4	3	1	5	0.0	1	2012	7	9	1	17.41666667	9	0	0	1	2314	0.575833333	0.155277778	0.130555556	0.133333333	0.0	0.0	0	0.167777778	0.0	0.45	0.0	0.374172
8320	1716	1	5	4	4	2	4	1.0	1	2012	7	9	1	17.0	34	0	1	2	6722	2.0	0.6991666670000001	0.1938888889999999	0.0	0.604166667	0.2875	2	0.3338888889999999	4.5	1.21	0.0	0.180532
8352	1724	0	1	3	1	1	1	1.0	1	2012	7	9	1	18.5	30	1	1	2	6381	1.5383333330000002	0.541111111	0.2663888889999999	0.2	0.071388889	0.1166666669999999	1	0.499166667	4.4	1.25	0.0	0.678909
8380	1732	0	0	2	1	6	4	1.0	1	2012	7	9	1	8.0	25	0	1	0	3000	0.8119444440000001	0.206388889	0.226111111	0.0	0.2869444439999999	0.133333333	1	0.243611111	3.0	0.63	0.0	0.472064
8382	1732	0	2	3	3	6	4	1.0	1	2012	7	9	1	18.0	25	0	1	0	7751	1.807777778	0.605833333	0.230277778	0.283333333	0.0	0.1	1	0.5397222220000001	2.55	1.25	10.5	0.654658
8429	1747	0	3	4	3	2	1	1.0	1	2012	7	10	2	19.16666667	30	1	1	1	4140	0.958333333	0.2869444439999999	0.168611111	0.0	0.274722222	0.083333333	1	0.277777778	3.0	0.65	0.0	0.5870000000000001
8430	1747	1	0	2	1	2	1	1.0	1	2012	7	10	2	8.5	30	0	1	1	3640	0.919166667	0.323055556	0.093333333	0.166666667	0.0	0.0	0	0.406666667	2.9	0.64	10.5	0.8442620000000001
8447	1750	4	3	1	2	2	5	0.0	1	2012	7	10	2	17.5	6	1	0	1	752	0.188611111	0.073888889	0.131388889	0.0	0.040555556	0.0	0	0.084444444	0.0	0.18	0.0	0.180921
8448	1751	0	0	4	1	1	1	1.0	1	2012	7	10	2	7.75	39	1	1	2	857	0.2738888889999999	0.095555556	0.175555556	0.0	0.083333333	0.0	0	0.11	1.5	0.3	0.0	0.214646
8456	1751	0	10	4	3	1	1	1.0	1	2012	7	10	2	20.16666667	39	1	1	2	462	0.098055556	0.041944444	0.011111111	0.0	0.026666667	0.0	0	0.044722222	1.5	0.11	0.0	0.130435
8463	1751	1	6	4	5	1	5	0.0	1	2012	7	10	2	19.5	7	0	0	2	1407	0.359166667	0.107777778	0.169722222	0.0	0.067222222	0.0	0	0.101388889	0.0	0.27	0.0	0.0575342
8467	1753	0	1	3	5	1	1	1.0	1	2012	7	10	2	11.0	25	1	1	2	18523	4.181388889	1.4344444440000002	0.1375	0.533333333	0.0	0.15	1	1.129444444	4.8	3.26	10.5	0.596409
8475	1754	2	1	4	3	2	1	0.0	1	2012	7	11	3	23.83333333	19	0	1	1	4667	1.054444444	0.355277778	0.120555556	0.0	0.241666667	0.127222222	1	0.2094444439999999	0.0	0.73	0.0	0.224138
8494	1756	1	1	1	2	6	3	0.0	1	2012	7	11	3	15.25	12	1	0	0	737	0.200277778	0.068611111	0.0872222219999999	0.0	0.0705555559999999	0.0	0	0.039722222	0.0	0.12	0.0	0.1468529999999999
8499	1757	0	0	4	3	6	5	0.0	1	2012	7	11	3	10.0	64	1	1	0	2271	0.589166667	0.1838888889999999	0.1675	0.0	0.1625	0.0	0	0.133888889	0.0	0.39	0.0	0.325726
8517	1761	0	1	4	1	1	1	1.0	1	2012	7	11	3	17.33333333	44	1	1	2	6478	1.588055556	0.4975	0.086944444	0.0	0.459722222	0.0	0	0.306944444	1.5	0.98	0.0	0.180091
8520	1761	0	6	4	3	1	1	1.0	1	2012	7	11	3	20.91666667	44	1	1	2	5591	1.275	0.343055556	0.290277778	0.0	0.206666667	0.0	0	0.208055556	1.5	0.79	0.0	0.1028039999999999
8555	1766	1	0	1	2	6	2	0.0	1	2012	7	11	3	7.75	17	1	0	0	1107	0.2847222219999999	0.1011111109999999	0.1675	0.0	0.0536111109999999	0.0	0	0.074722222	0.0	0.18	0.0	0.0334571999999999
8570	1768	1	1	4	5	4	1	1.0	1	2012	7	11	3	15.16666667	39	1	1	2	3054	0.8844444440000001	0.263611111	0.1694444439999999	0.066666667	0.283333333	0.083333333	1	0.299722222	3.6	1.46	0.0	0.248378
8578	1769	1	1	3	1	1	1	1.0	1	2012	7	11	3	18.0	46	0	1	2	7727	2.028888889	0.857222222	0.148055556	0.3833333329999999	0.0	0.2166666669999999	2	0.6527777779999999	5.2	1.75	0.0	0.5659569999999999
8587	1771	0	0	1	3	1	5	0.0	1	2012	7	11	3	14.5	69	1	1	1	1924	0.443333333	0.1825	0.131944444	0.0	0.2044444439999999	0.0	0	0.175555556	0.0	0.42	0.0	0.4588609999999999
8589	1771	1	0	1	3	1	5	0.0	1	2012	7	11	3	14.5	73	0	1	1	1924	0.443333333	0.1825	0.131944444	0.0	0.2044444439999999	0.0	0	0.175555556	0.0	0.42	10.5	0.4588609999999999
8603	1775	0	0	3	1	1	1	1.0	1	2012	7	12	4	8.0	28	0	1	1	15024	3.3636111110000004	1.074166667	0.258888889	0.6166666670000001	0.1888888889999999	0.1166666669999999	1	1.0575	6.59	2.6	10.5	0.923562
8618	1780	2	1	4	1	1	1	1.0	1	2012	7	12	4	18.0	42	1	1	1	8843	2.109444444	0.713888889	0.094166667	0.0	0.621111111	0.095833333	1	0.411111111	3.0	1.56	0.0	0.5574319999999999
8621	1781	4	0	3	2	1	3	0.0	1	2012	7	12	4	8.333333332999999	14	0	0	1	1331	0.332222222	0.096666667	0.194166667	0.0	0.0611111109999999	0.0	0	0.088333333	0.0	0.26	0.0	0.443396
8622	1781	4	1	3	2	1	3	0.0	1	2012	7	12	4	15.75	14	0	0	1	1331	0.328055556	0.093055556	0.1436111109999999	0.0	0.063055556	0.0	0	0.1186111109999999	0.0	0.29	0.0	0.3583139999999999
8624	1782	1	2	3	4	2	4	1.0	1	2012	7	12	4	20.5	25	1	1	1	4756	1.250833333	0.444722222	0.238888889	0.0	0.356388889	0.0	0	0.2975	1.5	0.77	0.0	0.5088699999999999
8629	1783	0	4	3	3	6	1	0.5	1	2012	7	12	4	17.53333333	24	1	0	0	2276	0.533888889	0.176111111	0.111388889	0.0	0.172777778	0.0	0	0.165833333	0.75	0.43	0.0	0.288107
8648	1787	1	1	2	3	6	1	1.0	1	2012	7	12	4	20.5	20	0	0	0	1395	0.388055556	0.108055556	0.173333333	0.0	0.111388889	0.0	0	0.1175	1.5	0.35	0.0	0.146572
8652	1788	2	1	3	2	2	3	0.0	1	2012	7	12	4	14.75	13	0	0	1	3339	0.830277778	0.238055556	0.165277778	0.0	0.332222222	0.0	0	0.235833333	0.0	0.55	0.0	0.1590109999999999
8680	1794	0	1	1	5	1	5	0.0	1	2012	7	12	4	11.33333333	83	0	1	2	346	0.085	0.048055556	0.0313888889999999	0.0	0.034722222	0.0	0	0.055	0.0	0.11	0.0	0.20202
8688	1796	2	3	4	1	1	1	1.0	1	2012	7	13	5	18.25	31	1	1	1	1401	0.401666667	0.116944444	0.260833333	0.0	0.0975	0.0	0	0.0925	1.5	0.27	0.0	0.141141
8748	1812	0	0	4	4	2	1	1.0	1	2012	7	13	5	5.416666667	44	0	1	2	10749	2.609444444	0.858611111	0.143055556	0.0	0.73	0.066666667	1	0.5852777779999999	3.0	1.53	0.0	0.282867
8755	1812	0	7	4	4	2	1	1.0	1	2012	7	13	5	17.5	44	0	1	2	5624	1.279166667	0.4575	0.2469444439999999	0.0	0.548055556	0.0	0	0.395	1.5	0.92	0.0	0.513361
8760	1813	0	3	4	4	1	1	1.0	1	2012	7	13	5	17.75	39	1	1	2	4974	1.175833333	0.323611111	0.205555556	0.0	0.316666667	0.0	0	0.300833333	1.5	0.89	0.0	0.380425
8769	1815	0	6	4	3	1	1	1.0	1	2012	7	13	5	16.5	61	1	1	2	6319	1.615833333	0.4625	0.188333333	0.033333333	0.283333333	0.1	1	0.314722222	3.2	1.08	0.0	0.6204770000000001
8771	1815	0	8	4	3	1	1	1.0	1	2012	7	13	5	17.91666667	61	1	1	2	6123	1.545	0.505555556	0.163055556	0.15	0.0861111109999999	0.222222222	1	0.4069444439999999	3.2	1.31	0.0	0.511263
8780	1817	1	0	4	3	1	1	1.0	1	2012	7	14	6	12.5	36	0	1	2	4722	1.180833333	0.330833333	0.159722222	0.0	0.405277778	0.083333333	1	0.290277778	3.0	0.85	0.0	0.270813
8790	1817	4	4	1	3	1	3	0.0	1	2012	7	14	6	18.25	13	0	0	2	509	0.2238888889999999	0.075	0.141944444	0.0	0.018611111	0.0	0	0.069166667	0.0	0.17	0.0	0.156627
8795	1817	6	5	1	3	1	5	0.0	1	2012	7	14	6	19.41666667	10	0	0	2	1262	0.388611111	0.116944444	0.292222222	0.0	0.067222222	0.0	0	0.116388889	0.0	0.33	0.0	0.198091
8804	1819	2	1	4	1	2	1	1.0	1	2012	7	14	6	23.75	21	0	1	1	2143	0.485	0.163611111	0.0425	0.0	0.138055556	0.0	0	0.132222222	1.5	0.35	0.0	0.191176
8826	1824	2	1	2	4	1	1	1.0	1	2012	7	14	6	19.5	34	0	1	1	743	0.2025	0.066666667	0.136388889	0.0	0.04	0.0	0	0.054166667	1.5	0.15	0.0	0.251282
8840	1828	0	0	3	3	6	1	1.0	1	2012	7	14	6	9.0	20	1	0	0	1391	0.373611111	0.1011111109999999	0.0891666669999999	0.0	0.183333333	0.0	0	0.128333333	1.5	0.32	0.0	0.0454545
8854	1833	0	2	4	5	1	1	1.0	1	2012	7	14	6	17.25	50	1	1	2	442	0.1025	0.038333333	0.0675	0.0	0.022222222	0.0	0	0.096111111	1.5	0.24	0.0	0.520231
8860	1835	0	2	3	3	6	1	1.0	1	2012	7	14	6	13.5	36	1	0	0	1942	0.509444444	0.156944444	0.125	0.0	0.158333333	0.0	0	0.136944444	1.5	0.35	0.0	0.399594
8873	1839	2	0	3	3	6	5	0.0	1	2012	7	14	6	11.0	8	1	0	0	2680	0.6725	0.192777778	0.245277778	0.083333333	0.0	0.0	0	0.179722222	0.0	0.46	0.0	0.42813
8878	1839	3	2	3	3	6	5	0.0	1	2012	7	14	6	13.5	6	0	0	0	1910	0.5458333329999999	0.1819444439999999	0.133611111	0.0	0.227777778	0.0	0	0.173055556	0.0	0.45	0.0	0.52809
8889	1841	1	1	1	5	6	1	1.0	1	2012	7	14	6	10.41666667	35	0	1	0	1503	0.320833333	0.120833333	0.012222222	0.0	0.128888889	0.0	0	0.108333333	1.5	0.29	0.0	0.348718
8905	1844	1	1	3	5	1	1	1.0	1	2012	7	14	6	17.0	30	1	1	1	2850	0.630833333	0.293333333	0.045833333	0.1166666669999999	0.0	0.0	0	0.348611111	2.4	0.81	10.5	0.620717
8916	1848	0	3	3	3	6	5	0.0	1	2012	7	15	7	16.5	61	1	0	0	11491	2.651944444	0.8755555559999999	0.1825	0.45	0.0	0.0	0	0.699444444	0.0	2.14	0.0	0.465449
8935	1851	0	1	3	5	6	1	1.0	1	2012	7	15	7	18.33333333	25	1	1	0	2685	0.653333333	0.2666666669999999	0.185833333	0.0	0.2166666669999999	0.0	0	0.208055556	1.5	0.52	0.0	0.595461
8939	1851	1	2	1	5	6	1	1.0	1	2012	7	15	7	16.75	29	0	1	0	954	0.233611111	0.103888889	0.069166667	0.0	0.05	0.0	0	0.090277778	1.5	0.18	0.0	0.633846
8947	1853	0	0	3	1	2	1	1.0	1	2012	7	16	1	7.75	43	1	1	2	16519	3.763611111	1.130833333	0.255	0.566666667	0.0	0.0	0	0.999444444	4.7	2.52	10.5	0.712618
8976	1861	2	0	3	3	1	2	0.0	1	2012	7	16	1	10.0	17	1	0	1	6309	1.406944444	0.437222222	0.369444444	0.3	0.0	0.0	0	0.443611111	1.2	1.11	10.5	0.573575
8988	1863	1	1	3	1	6	1	1.0	1	2012	7	16	1	18.0	30	0	1	0	8077	1.826666667	0.59	0.053333333	0.0	0.8583333329999999	0.083333333	1	0.5725	3.0	1.27	10.5	0.7311979999999999
8999	1864	2	2	3	3	2	5	0.0	1	2012	7	16	1	12.25	7	1	0	1	4948	1.2075	0.392222222	0.088333333	0.083333333	0.1375	0.1166666669999999	1	0.333611111	0.0	0.76	0.0	0.509575
9005	1865	2	0	3	1	1	1	1.0	1	2012	7	16	1	8.333333332999999	24	1	0	1	5433	1.307222222	0.361944444	0.150833333	0.0	0.582777778	0.099444444	1	0.288611111	3.0	1.17	0.0	0.364774
9014	1867	0	1	3	1	6	1	1.0	1	2012	7	16	1	19.5	36	1	0	0	12563	2.856111111	0.904722222	0.178333333	0.0	0.812777778	0.0	0	0.638333333	1.5	1.87	0.0	0.292428
9021	1869	0	1	1	3	6	1	1.0	1	2012	7	16	1	14.5	53	1	0	0	670	0.166944444	0.0575	0.097777778	0.0	0.033333333	0.0	0	0.068611111	1.5	0.17	0.0	0.097166
9046	1876	0	2	3	3	1	5	0.0	1	2012	7	17	2	17.0	72	0	1	1	5823	1.355833333	0.413888889	0.076666667	0.0	0.525555556	0.184722222	1	0.5741666670000001	0.0	1.34	0.0	0.5365260000000001
9051	1878	0	4	1	3	1	4	0.5	1	2012	7	17	2	13.75	28	1	0	1	458	0.15	0.0777777779999999	0.1075	0.0	0.022777778	0.0	0	0.0436111109999999	0.75	0.11	0.0	0.101911
9080	1884	0	3	1	5	1	1	1.0	1	2012	7	18	3	19.5	49	0	1	2	1365	0.370555556	0.174166667	0.123611111	0.0	0.082777778	0.0	0	0.213611111	1.5	0.48	0.0	0.794538
9087	1887	0	0	3	3	6	5	0.0	1	2012	7	18	3	8.5	73	1	0	0	1711	0.439722222	0.123888889	0.216944444	0.05	0.0	0.0	0	0.1255555559999999	0.0	0.3	0.0	0.161504
9102	1892	2	0	4	2	1	5	0.0	1	2012	7	18	3	8.833333332999999	6	1	0	2	1530	0.405277778	0.108333333	0.120277778	0.0	0.2275	0.0886111109999999	1	0.108888889	0.0	0.3	0.0	0.186224
9120	1895	0	6	4	3	1	5	0.0	1	2012	7	18	3	21.91666667	68	1	1	2	3471	0.7483333329999999	0.1925	0.081944444	0.0	0.169722222	0.0	0	0.146388889	0.0	0.48	0.0	0.148008
9128	1896	2	0	4	3	1	3	0.0	1	2012	7	18	3	8.5	11	1	0	2	3591	0.8413888890000001	0.2469444439999999	0.076111111	0.0	0.35	0.0	0	0.2394444439999999	0.0	0.66	0.0	0.540603
9140	1899	0	5	4	5	1	1	1.0	1	2012	7	18	3	16.83333333	37	1	1	1	2766	0.6525	0.190555556	0.297777778	0.066666667	0.0	0.0	0	0.2375	1.7	0.6	0.0	0.349708
9146	1900	0	0	3	1	6	1	1.0	1	2012	7	18	3	9.0	37	0	1	0	14111	3.3125	1.159166667	0.208611111	0.65	0.0	0.083333333	1	0.939166667	3.3	2.39	0.0	0.6421180000000001
9150	1901	1	1	3	4	6	1	1.0	1	2012	7	18	3	19.5	50	0	0	0	10671	2.630555556	0.916388889	0.151388889	0.5166666670000001	0.0	0.066666667	1	0.7411111109999999	2.8	2.21	0.0	0.550225
9165	1905	0	0	2	1	6	1	1.0	1	2012	7	19	4	21.0	37	0	0	0	1887	0.500833333	0.176666667	0.3725	0.0	0.066666667	0.0	0	0.190555556	1.5	0.58	0.0	0.112245
9174	1908	1	0	1	1	1	1	1.0	1	2012	7	19	4	8.333333332999999	37	1	0	1	1119	0.366944444	0.100277778	0.069722222	0.0	0.141666667	0.0	0	0.131944444	1.5	0.35	0.0	0.157895
9177	1909	0	1	4	3	2	1	1.0	1	2012	7	19	4	18.66666667	38	0	1	1	742	0.3	0.082777778	0.189444444	0.0	0.093055556	0.0	0	0.071666667	1.5	0.19	0.0	0.503876
9188	1912	0	0	3	1	1	1	1.0	1	2012	7	19	4	9.0	37	0	1	1	21511	4.610833333	1.347222222	0.204166667	0.55	0.0	0.1	1	0.997222222	5.2	3.36	10.5	0.464067
9200	1918	0	0	4	1	1	1	1.0	1	2012	7	19	4	7.916666667	54	1	1	1	3718	0.957222222	0.318333333	0.1180555559999999	0.0	0.543611111	0.0	0	0.273611111	1.5	0.74	0.0	0.383756
9215	1923	0	3	3	3	6	1	1.0	1	2012	7	19	4	19.25	25	1	0	0	4513	1.0575	0.439444444	0.070277778	0.2	0.0	0.1	1	0.428333333	2.4	0.96	0.0	0.718547
9237	1928	0	3	3	1	1	1	1.0	1	2012	7	20	5	17.5	60	1	1	2	13995	3.2611111110000004	1.0475	0.205277778	0.333333333	0.0	0.1	1	0.879166667	5.6	2.51	10.5	0.514376
9268	1933	0	3	4	3	1	1	1.0	1	2012	7	20	5	21.25	45	0	1	2	4172	0.998611111	0.308055556	0.248611111	0.0	0.183333333	0.0	0	0.182777778	1.5	0.69	0.0	0.0729483
9283	1934	2	3	1	3	1	3	0.0	1	2012	7	20	5	13.66666667	12	1	0	2	1334	0.310555556	0.0886111109999999	0.130555556	0.033333333	0.0	0.0	0	0.101388889	0.75	0.26	0.0	0.030137
9289	1936	0	1	1	3	1	1	1.0	1	2012	7	20	5	7.5	65	0	1	2	2841	0.675555556	0.18	0.178611111	0.0	0.160833333	0.0	0	0.141388889	1.5	0.47	0.0	0.102161
9290	1937	2	1	1	2	2	1	1.0	1	2012	7	20	5	12.25	25	1	0	1	943	0.3175	0.093055556	0.208055556	0.0	0.096388889	0.0	0	0.120833333	1.5	0.32	0.0	0.193103
9314	1943	0	0	3	3	6	5	0.0	1	2012	7	20	5	15.5	49	0	1	0	9325	2.1663888890000003	0.7727777779999999	0.126944444	0.2666666669999999	0.123888889	0.1	1	0.730833333	0.0	1.67	0.0	0.596731
9329	1946	2	3	4	3	1	1	1.0	1	2012	7	20	5	14.75	57	1	1	1	2040	0.579722222	0.2022222219999999	0.0711111109999999	0.0	0.308888889	0.0	0	0.206111111	1.5	0.52	0.0	0.195418
9344	1948	0	0	4	2	1	1	1.0	1	2012	7	20	5	8.0	50	1	1	1	1399	0.411666667	0.144444444	0.321666667	0.0	0.020277778	0.0	0	0.1255555559999999	1.5	0.38	0.0	0.0973451
9347	1948	0	3	4	4	1	1	1.0	1	2012	7	20	5	18.5	50	1	1	1	3997	1.181944444	0.368611111	0.125833333	0.0	0.671111111	0.078888889	1	0.345	3.0	1.0	0.0	0.365539
9367	1949	1	7	4	3	1	1	1.0	1	2012	7	20	5	17.85	36	1	1	1	4098	0.961388889	0.3238888889999999	0.05	0.0	0.426388889	0.0	0	0.2475	1.5	0.74	0.0	0.383838
9412	1959	1	1	4	3	1	1	1.0	1	2012	7	21	6	18.75	42	1	1	1	2492	0.6961111109999999	0.2191666669999999	0.195833333	0.1166666669999999	0.0	0.0	0	0.230277778	1.5	0.63	0.0	0.2038599999999999
9435	1963	2	0	4	2	2	4	0.0	1	2012	7	21	6	11.5	18	1	1	1	21427	5.241944444	1.770277778	0.1222222219999999	1.016666667	0.406666667	0.316666667	3	0.651111111	2.05	2.94	0.0	0.279437
9490	1981	0	6	4	3	1	4	1.0	1	2012	7	21	6	19.11666667	61	0	0	1	1015	0.275833333	0.08	0.0875	0.0	0.1447222219999999	0.0	0	0.105833333	1.5	0.24	0.0	0.372703
9508	1986	1	0	4	3	1	3	0.0	1	2012	7	22	7	10.5	12	0	0	2	2905	0.715	0.2822222219999999	0.185833333	0.0	0.230555556	0.0	0	0.195833333	0.0	0.52	0.0	0.164539
9518	1987	4	1	1	3	1	5	0.0	1	2012	7	22	7	21.0	6	1	0	2	1451	0.3544444439999999	0.110555556	0.200555556	0.0	0.1225	0.0	0	0.111111111	0.0	0.31	0.0	0.0775
9550	1995	0	2	4	5	2	5	0.0	1	2012	7	22	7	13.75	68	0	1	1	3091	0.739166667	0.2191666669999999	0.072222222	0.0	0.251111111	0.167777778	1	0.195277778	0.0	0.58	0.0	0.429587
9554	1995	1	0	1	3	2	1	1.0	1	2012	7	22	7	9.5	54	1	1	1	434	0.114722222	0.049722222	0.091666667	0.0	0.016666667	0.0	0	0.0325	1.5	0.07	0.0	0.1111109999999999
9588	1999	1	2	4	3	1	1	1.0	1	2012	7	22	7	13.25	42	0	1	1	2854	0.770833333	0.256388889	0.374444444	0.0	0.2666666669999999	0.0	0	0.215277778	1.5	0.64	0.0	0.184516
9594	1999	2	3	4	3	1	5	0.0	1	2012	7	22	7	16.0	10	0	0	1	2854	0.7958333329999999	0.283888889	0.345277778	0.0	0.25	0.063611111	1	0.1988888889999999	0.0	0.62	0.0	0.1201119999999999
9604	2000	1	1	1	3	1	1	1.0	1	2012	7	22	7	11.5	30	0	1	1	996	0.226666667	0.076388889	0.079166667	0.033333333	0.0	0.0	0	0.1216666669999999	1.5	0.28	0.0	0.171233
9605	2000	1	2	4	3	1	1	1.0	1	2012	7	22	7	14.5	30	0	1	1	1575	0.458611111	0.1555555559999999	0.128055556	0.0	0.205555556	0.0	0	0.154444444	1.5	0.38	0.0	0.26259
9621	2004	2	0	4	3	1	5	0.0	1	2012	7	22	7	12.5	8	1	0	1	2152	0.5525	0.200555556	0.3483333329999999	0.0	0.066666667	0.0	0	0.1472222219999999	0.0	0.4	0.0	0.254717
9634	2006	0	0	3	3	6	5	0.0	1	2012	7	23	1	10.0	88	0	0	0	3724	0.828333333	0.2275	0.110833333	0.0	0.248055556	0.0	0	0.226111111	0.0	0.58	0.0	0.4115479999999999
9686	2020	1	0	4	1	1	5	0.0	1	2012	7	24	2	4.25	62	0	1	1	4057	1.498611111	0.369722222	0.1175	0.0	0.220833333	0.0	0	0.196111111	0.0	0.73	0.0	0.293201
9692	2021	0	0	1	3	1	5	0.0	1	2012	7	24	2	11.5	40	1	1	1	1735	0.566944444	0.191944444	0.3569444439999999	0.0	0.16	0.0	0	0.158333333	0.0	0.43	0.0	0.0719298
9752	2032	0	2	3	3	6	5	0.0	1	2012	7	24	2	11.5	61	0	0	0	7458	1.7669444440000002	0.593611111	0.205277778	0.316666667	0.0	0.1166666669999999	1	0.596111111	0.0	1.36	10.5	0.562442
9756	2033	1	0	3	3	6	5	0.0	1	2012	7	24	2	11.0	69	1	1	0	8697	1.951388889	0.589166667	0.0577777779999999	0.0	0.58	0.0	0	0.346666667	0.0	1.18	0.0	0.309295
9767	2036	1	1	4	1	6	1	1.0	1	2012	7	24	2	19.25	39	0	1	1	10071	2.361666667	0.829722222	0.2166666669999999	0.533333333	0.0	0.0	0	0.690277778	2.8	1.76	0.0	0.622133
9769	2036	2	1	3	3	2	1	1.0	1	2012	7	24	2	16.0	29	1	1	1	5411	1.421944444	0.4558333329999999	0.150833333	0.283333333	0.0	0.0	0	0.464722222	3.3	1.02	0.0	0.54991
9780	2040	0	0	3	1	1	1	1.0	1	2012	7	25	3	6.75	44	1	1	1	15774	3.735	1.3	0.171111111	0.3833333329999999	0.0	0.1166666669999999	1	0.896111111	5.6	2.99	10.5	0.65933
9805	2046	2	0	1	3	1	5	0.0	1	2012	7	25	3	10.0	10	0	0	1	3579	0.823333333	0.258333333	0.25	0.0	0.205555556	0.0	0	0.262222222	0.0	0.65	0.0	0.271186
9815	2047	1	2	3	1	2	1	1.0	1	2012	7	25	3	17.5	38	0	1	1	16145	3.883055556	1.236111111	0.097222222	0.55	0.2613888889999999	0.2794444439999999	2	1.294722222	6.9	2.95	10.5	0.593435
9816	2048	0	0	3	1	2	1	1.0	1	2012	7	25	3	6.083333333	54	0	1	1	10041	2.270833333	0.8169444440000001	0.306388889	0.333333333	0.0	0.0	0	0.494722222	2.4	1.35	0.0	0.52274
9825	2048	4	1	1	5	2	5	0.0	1	2012	7	25	3	12.75	7	0	0	1	600	0.194444444	0.070277778	0.1011111109999999	0.0	0.0633333329999999	0.0	0	0.07	0.0	0.16	0.0	0.1428569999999999
9832	2050	2	2	3	3	1	1	1.0	1	2012	7	25	3	21.0	26	0	1	2	7889	1.903888889	0.684444444	0.111388889	0.0	0.6333333329999999	0.0	0	0.544722222	1.5	1.53	0.0	0.5293220000000001
